Title,Genre,Artist,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Summer,house,Calvin Harris,6YUTL4dYpB9xZO5qExPf05,Summer,Motion,83.0,N,2014-10-31,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,4.0,0.0,127.949,222533.0
Passionfruit,house,Drake,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,More Life,80.0,N,2017-03-18,0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,11.0,1.0,111.98,298941.0
3005,house,Childish Gambino,5cc9Zbfp9u10sfJeKZ3h16,3005,Because the Internet,77.0,N,2013-12-10,0.664,0.447,-7.272,0.289,0.112,0.0,0.091,0.659,6.0,0.0,83.138,234215.0
Aerodynamic,house,Daft Punk,3H3cOQ6LBLSvmcaV7QkZEu,Aerodynamic,Discovery,59.0,N,2001-03-12,0.624,0.911,-7.482,0.0524,0.329,0.861,0.0727,0.135,7.0,1.0,122.902,212547.0
Into You,house,Ariana Grande,63y6xWR4gXz7bnUGOk8iI6,Into You,Dangerous Woman,70.0,N,2016-05-20,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,9.0,1.0,107.853,244453.0
Rather Be (feat. Jess Glynne),house,Clean Bandit,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),71.0,Y,2014-01-17,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,11.0,1.0,120.97,227833.0
Where Have You Been,house,Rihanna,5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,Talk That Talk,73.0,N,2011-11-18,0.719,0.847,-6.34,0.0919,0.00201,0.0204,0.221,0.443,0.0,0.0,127.96,242680.0
Memories (feat. Kid Cudi),house,David Guetta,4dTaAiV9xFFCxnPur9c9yL,Memories (feat. Kid Cudi),One Love (Deluxe),68.0,Y,2009-08-21,0.561,0.87,-6.103,0.343,0.0015,2.82e-06,0.246,0.498,8.0,1.0,129.98,210093.0
Sorry,house,Justin Bieber,09CtPGIpYB4BrO8qb1RGsF,Sorry,Purpose (Deluxe),83.0,N,2015-11-13,0.655,0.76,-3.669,0.045,0.0797,0.0,0.299,0.409,0.0,0.0,99.947,200787.0
Heartbeat,house,Childish Gambino,0zo4aX57COch7Wh3NRImTM,Heartbeat,Camp,79.0,N,2011-11-15,0.8,0.545,-7.002,0.127,0.00369,0.000461,0.0445,0.294,1.0,0.0,119.954,269840.0
One Kiss (with Dua Lipa),house,Calvin Harris,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),79.0,Y,2018-04-06,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,9.0,0.0,123.994,214847.0
Sexy Bitch (feat. Akon),house,David Guetta,0uXO2GrNiIb1xHT9LUdxZE,Sexy Bitch (feat. Akon),One Love (Deluxe),66.0,Y,2009-08-21,0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,0.801,11.0,0.0,130.011,195853.0
aFTeR hoURs,house,The Weeknd,2p8IUWQDrpjuFltbdgLOag,After Hours,After Hours,80.0,N,2020-03-20,0.658,0.572,-6.099,0.0308,0.0811,0.0061,0.121,0.144,5.0,0.0,108.968,361027.0
Something Just Like This,house,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Memories...Do Not Open,87.0,Y,2017-04-07,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,11.0,0.0,103.019,247160.0
This Is What You Came For,house,Calvin Harris,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,This Is What You Came For,78.0,Y,2016-04-29,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,9.0,0.0,123.962,222160.0
D.A.N.C.E.,house,Justice,33yAEqzKXexYM3WlOYtTfQ,D.A.N.C.E,Justice,65.0,N,2007-06-11,0.613,0.962,-5.07,0.278,0.034,0.0,0.824,0.496,6.0,0.0,113.015,242267.0
Veridis Quo,house,Daft Punk,2LD2gT7gwAurzdQDQtILds,Veridis Quo,Discovery,68.0,N,2001-03-12,0.605,0.687,-13.928,0.045,0.479,0.949,0.104,0.12,9.0,0.0,106.896,345187.0
Break My Heart,house,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Future Nostalgia,75.0,N,2020-03-27,0.73,0.729,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,4.0,0.0,113.011,221820.0
Lean On (feat. MØ & DJ Snake),house,Major Lazer,0gL7suKdyvMzjm752AQzMd,Lean On (Tiësto & MOTi Remix),Lean On (Remixes),28.0,Y,2015-07-10,0.463,0.889,-3.189,0.126,0.0354,0.382,0.186,0.21,5.0,1.0,127.973,296350.0
Genesis,house,Justice,4wSmqFg31t6LsQWtzYAJob,Genesis,Justice,59.0,N,2007-06-11,0.693,0.789,-5.13,0.384,0.0168,0.366,0.0985,0.283,9.0,1.0,117.055,234960.0
What Do You Mean?,house,Justin Bieber,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Purpose (Deluxe),79.0,N,2015-11-13,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,5.0,0.0,125.02,205680.0
Time of Our Lives,house,Pitbull,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Globalization,83.0,Y,2014-11-21,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,1.0,1.0,124.022,229360.0
Technologic,house,Daft Punk,0LSLM0zuWRkEYemF7JcfEE,Technologic,Human After All,49.0,N,2005-03-14,0.812,0.516,-6.963,0.224,0.000369,1.09e-05,0.0991,0.633,9.0,1.0,127.498,284280.0
Face to Face,house,Daft Punk,7v9Q0dAb9t7h8gJOkcJHay,Face to Face,Discovery,60.0,N,2001-03-12,0.874,0.437,-10.235,0.0708,0.00134,0.0296,0.0293,0.962,1.0,0.0,117.791,240173.0
The Nights,house,Avicii,0ct6r3EGTcMLPtrXHDvVjc,The Nights,The Days / Nights,83.0,N,2014-01-01,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,6.0,1.0,125.983,176658.0
On Sight,house,Kanye West,1gqkRc9WtOpnGIqxf2Hvzr,On Sight,Yeezus,71.0,N,2013-06-18,0.605,0.469,-3.182,0.327,0.487,0.0,0.28,0.515,9.0,0.0,101.601,156480.0
Voyager,house,Daft Punk,7cMFjxhbXBpOlais7KMF3j,Voyager,Discovery,60.0,N,2001-03-12,0.669,0.743,-11.488,0.0494,0.288,0.805,0.309,0.28,7.0,1.0,119.881,227867.0
Da Funk,house,Daft Punk,0MyY4WcN7DIfbSmp5yej5z,Da Funk,Homework,61.0,N,1997-01-17,0.806,0.7,-5.269,0.0752,0.00196,0.891,0.267,0.892,0.0,0.0,111.215,328680.0
"yes, and?",house,Ariana Grande,7gaA3wERFkFkgivjwbSvkG,"yes, and?","yes, and?",74.0,N,2024-01-12,0.787,0.775,-6.614,0.0548,0.19,6.54e-05,0.113,0.787,1.0,1.0,118.998,214994.0
Lush Life,house,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,Lush Life,So Good,80.0,N,2017-03-17,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,7.0,0.0,98.023,201122.0
Get Lucky (feat. Pharrell Williams),house,Daft Punk,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],78.0,Y,2013-04-19,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,6.0,0.0,116.047,248413.0
Hey Brother,house,Avicii,4lhqb6JvbHId48OUJGwymk,Hey Brother,True,77.0,N,2013-01-01,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,7.0,0.0,125.014,255093.0
guess featuring billie eilish,house,Charli XCX,3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Guess featuring Billie Eilish,91.0,Y,2024-08-01,0.776,0.667,-6.622,0.0983,0.0146,0.3,0.0761,0.618,7.0,1.0,130.019,145219.0
Look at Me!,house,xxxtentacion,7floNISpH8VF4z4459Qo18,Look At Me!,Look At Me!,79.0,N,2017-02-20,0.763,0.726,-6.405,0.282,0.259,0.0,0.0976,0.349,1.0,1.0,139.059,126346.0
Boss Bitch,house,Doja Cat,78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Boss Bitch,74.0,N,2020-01-23,0.707,0.955,-4.593,0.222,0.127,0.0,0.202,0.575,10.0,0.0,125.989,134240.0
CUFF IT,house,Beyoncé,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,RENAISSANCE,75.0,N,2022-07-29,0.78,0.689,-5.668,0.141,0.0368,9.69e-06,0.0698,0.642,7.0,1.0,115.042,225389.0
Von Dutch,house,Charli XCX,3Y1EvIgEVw51XtgNEgpz5c,Von dutch,BRAT,79.0,N,2024-06-07,0.706,0.698,-5.679,0.0537,0.00298,0.00375,0.116,0.648,10.0,1.0,130.013,164284.0
Praise You,house,Fatboy Slim,3yGy1JYz3zQKlxSgjgpQqX,Praise You,You've Come A Long Way Baby,54.0,N,1998-01-01,0.602,0.893,-8.641,0.0483,0.0957,0.27,0.171,0.528,1.0,1.0,109.716,323240.0
Crescendolls,house,Daft Punk,6vuPZX9fWESg5js2JFTQRJ,Crescendolls,Discovery,54.0,N,2001-03-12,0.697,0.75,-8.503,0.0721,0.0035,0.922,0.0889,0.937,5.0,0.0,124.048,211640.0
Nightvision,house,Daft Punk,63JXZZRbmzooashakb0zbu,Nightvision,Discovery,53.0,N,2001-03-12,0.491,0.186,-29.512,0.0321,0.845,0.916,0.109,0.457,0.0,1.0,119.883,104467.0
Robot Rock,house,Daft Punk,4zu9wo2FXoBSsKjO6tRB3R,Robot Rock,Human After All,50.0,N,2005-03-14,0.59,0.787,-5.766,0.0512,6.94e-06,0.845,0.0293,0.598,7.0,1.0,111.926,287720.0
Let Me Love You,house,DJ Snake,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,Encore,83.0,Y,2016-08-05,0.475,0.715,-5.371,0.058,0.0863,2.67e-05,0.135,0.159,8.0,1.0,199.892,205947.0
Don't Speak,ska,No Doubt,6urCAbunOQI4bLhmGpX7iS,Don't Speak,Tragic Kingdom,78.0,N,1995-10-10,0.52,0.709,-7.125,0.0352,0.247,1.78e-05,0.18,0.536,5.0,0.0,76.039,263560.0
All Star,ska,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,All Star,Astro Lounge,78.0,N,1999-06-08,0.731,0.867,-5.881,0.032,0.0394,0.0,0.0861,0.776,11.0,1.0,104.02,200373.0
Santeria,ska,Sublime,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,78.0,N,1996-07-30,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,1.0,0.0,90.807,182747.0
Smile,ska,Lily Allen,4aR9bPMAOFySBuQSbVWF3d,Smile,"Alright, Still (Bonus Track Version)",64.0,N,2006-05-08,0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,0.733,5.0,1.0,95.506,196893.0
Just a Girl,ska,No Doubt,5lWRaa0fBxDE5yU91npPq7,Just A Girl,Tragic Kingdom,73.0,N,1995-10-10,0.638,0.906,-4.824,0.0504,0.0662,6.88e-05,0.142,0.767,2.0,1.0,107.991,209200.0
What I Got,ska,Sublime,3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,75.0,N,1996-07-30,0.804,0.696,-7.47,0.0899,0.00877,0.000985,0.314,0.657,7.0,1.0,95.721,170907.0
LDN,ska,Lily Allen,48T3AtfhOgz3euMEO2Z4hS,LDN,"Alright, Still (Bonus Track Version)",45.0,N,2006-05-08,0.673,0.607,-7.672,0.027,0.0142,4.15e-06,0.333,0.898,5.0,1.0,100.023,192333.0
Amber,ska,311,51UtgWS4z1eMPuLQOzPtNH,Amber,Greatest Hits '93 - '03,63.0,N,2004-06-08,0.659,0.727,-8.638,0.0455,0.119,0.00427,0.1,0.748,4.0,0.0,166.163,211080.0
Wrong Way,ska,Sublime,2PdIo7ewQPuAsP99LVg9uy,Wrong Way,Sublime,70.0,N,1996-07-30,0.69,0.681,-5.653,0.0379,0.0623,0.0,0.137,0.911,9.0,1.0,75.034,136147.0
Our House,ska,Madness,1qV6e4ITnfGmA6m6Vklvbi,Our House,Madness,57.0,N,1983-01,0.601,0.649,-10.57,0.0554,0.0285,7.71e-05,0.127,0.708,7.0,1.0,121.66,201133.0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",ska,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,74.0,Y,2017-06-30,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,11.0,0.0,101.018,223413.0
It's My Life,ska,No Doubt,2fOxxLz9JVe53itq6pfBak,It's My Life,The Singles Collection,55.0,N,2003-01-01,0.606,0.75,-4.535,0.0306,0.00264,0.000788,0.321,0.771,8.0,0.0,126.316,225867.0
"Ob-La-Di, Ob-La-Da",ska,The Beatles,1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles (Remastered),69.0,N,1968-11-22,0.818,0.728,-8.331,0.0314,0.232,0.0642,0.251,0.975,10.0,1.0,113.059,188960.0
Doin' Time,ska,Sublime,4eamJr2k9YDH8j58RSTmSc,Doin' Time,Sublime,68.0,N,1996-07-30,0.708,0.757,-5.121,0.0791,0.0362,0.0,0.17,0.552,7.0,1.0,80.976,253840.0
Bongo Bong,ska,Manu Chao,00SmB7n85SKROGjybsyq5i,Bongo Bong,Clandestino,69.0,N,1998-10-06,0.755,0.545,-10.027,0.0646,0.944,0.000118,0.144,0.964,9.0,0.0,149.807,158427.0
Spiderwebs,ska,No Doubt,4ZD6SiaJi75smnel0d7jl3,Spiderwebs,Tragic Kingdom,61.0,N,1995-10-10,0.49,0.852,-7.192,0.0502,0.0376,2.21e-06,0.126,0.663,10.0,1.0,143.248,266760.0
Hella Good,ska,No Doubt,6AfLmKXzhEZjwiVPs5jhdV,Hella Good,Rock Steady (Expanded Edition),63.0,N,2001-12-11,0.772,0.665,-3.947,0.0349,0.0136,0.012,0.0905,0.838,8.0,1.0,115.138,242587.0
The Guns of Brixton,ska,The Clash,1d0RJmZXAncCnTYHFlhaj4,The Guns of Brixton,London Calling (Expanded Edition),39.0,N,1979,0.745,0.604,-9.311,0.0949,0.00254,0.0492,0.116,0.648,7.0,1.0,96.514,189667.0
Badfish,ska,Sublime,2fXLhLA7cPYEmQ1NbeAtBD,Badfish,40oz. To Freedom,50.0,N,1992-06-01,0.795,0.538,-5.648,0.051,0.0966,0.000111,0.385,0.645,2.0,1.0,92.796,185440.0
8,ska,Billie Eilish,6X29iaaazwho3ab7GNue5r,8,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",65.0,N,2019-03-29,0.735,0.235,-13.239,0.315,0.698,0.00604,0.107,0.462,3.0,1.0,62.446,173202.0
Walkin' On The Sun,ska,Smash Mouth,4TQeNHx85xcP9YRkvJC6K1,Walkin' On The Sun,Fush Yu Mang (20th Anniversary Edition),69.0,N,1997-07-08,0.745,0.972,-5.598,0.0316,0.346,0.0,0.148,0.968,6.0,1.0,123.067,207787.0
Smoke Two Joints,ska,Sublime,0Jur3mZsQba3vqSpcmsOPm,Smoke Two Joints,40oz. To Freedom,64.0,N,1992-06-01,0.761,0.687,-6.185,0.131,0.00469,0.00532,0.245,0.316,7.0,1.0,95.089,173427.0
Time Bomb,ska,Rancid,56hwcJKj0M40A3qdhV3177,Time Bomb,...And Out Come The Wolves,63.0,N,1995-08-15,0.635,0.967,-4.568,0.053,0.259,0.0,0.519,0.942,9.0,1.0,164.52,144585.0
Rudie Can't Fail,ska,The Clash,4ZwPaJ0MtjFQRxJYRWUOjJ,Rudie Can't Fail,London Calling (Expanded Edition),30.0,N,1979,0.642,0.706,-8.302,0.0476,0.00183,1.05e-06,0.156,0.702,6.0,0.0,96.989,209133.0
Sunday Morning,ska,No Doubt,6yCjhDzcVIfxvTjBKhhn7P,Sunday Morning,Tragic Kingdom,59.0,N,1995-10-10,0.581,0.806,-5.44,0.0309,0.0118,8.84e-06,0.124,0.779,4.0,1.0,157.129,273067.0
Ghost Town,ska,The Specials,6ewN9MaFbi78oDLT9wYDgn,Ghost Town,"Stereo-Typical: A's, B's & Rarities",63.0,N,2000-08-21,0.664,0.765,-9.454,0.0507,0.0493,0.333,0.113,0.907,10.0,0.0,73.676,219307.0
Superman,ska,Goldfinger,4X3qGigyU6ARi3HP4lWD95,Superman,Hang-Ups,61.0,N,1998-06-01,0.429,0.937,-3.986,0.0573,0.000131,0.0002,0.0807,0.894,2.0,1.0,194.838,185027.0
The Impression That I Get,ska,The Mighty Mighty Bosstones,3a3EDrWejkryzeGFkPypOR,The Impression That I Get,Let’s Face It,65.0,N,1997,0.546,0.65,-17.176,0.0535,0.0447,0.000659,0.117,0.725,4.0,1.0,90.67,195195.0
99 Red Balloons,ska,Goldfinger,0rOTMSSa6yscfOrGnzfheM,99 Red Balloons,Stomping Ground,59.0,N,2000-03-28,0.285,0.843,-7.318,0.129,0.00103,0.00037,0.327,0.282,4.0,1.0,97.051,229173.0
Date Rape,ska,Sublime,7FLQo89iaS5gf2hnIEW7P9,Date Rape,40oz. To Freedom,58.0,N,1992-06-01,0.64,0.695,-8.196,0.202,0.0113,2.75e-05,0.36,0.787,4.0,0.0,102.288,217653.0
Clandestino,ska,Manu Chao,51R2M1JgyFfRS3e6v5wCt3,Clandestino,Clandestino,65.0,N,1998-10-06,0.68,0.594,-6.417,0.0688,0.469,0.0,0.431,0.774,6.0,0.0,85.04,149173.0
On Mercury,ska,Red Hot Chili Peppers,6EIyZEtL8Iky8hvxje1dDE,On Mercury,By the Way (Deluxe Edition),46.0,N,2002-07-09,0.48,0.966,-2.64,0.102,0.176,6.44e-06,0.27,0.719,11.0,0.0,172.372,207667.0
Caress Me Down,ska,Sublime,2JKlf0IYz5oWsT3OCLyjpO,Caress Me Down,Sublime,61.0,N,1996-07-30,0.753,0.484,-7.519,0.258,0.0149,0.0,0.135,0.597,9.0,1.0,79.668,211560.0
Underneath It All,ska,No Doubt,6fR6Z0Vc1K6yQWNUIKjAIR,Underneath It All,Rock Steady (Expanded Edition),62.0,Y,2001-12-11,0.729,0.731,-4.823,0.0682,0.235,1.35e-06,0.391,0.838,4.0,1.0,138.204,302720.0
I'm a Believer,ska,Smash Mouth,0mBL2JwjNYKtdFacHxvtJt,"I'm A Believer - From ""Shrek"" Motion Picture Soundtrack",Shrek,57.0,N,2001-01-01,0.515,0.98,-2.41,0.0702,0.017,0.0,0.258,0.934,6.0,1.0,164.698,185760.0
"Ob-La-Di, Ob-La-Da - Remastered 2009",ska,The Beatles,1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles (Remastered),69.0,N,1968-11-22,0.818,0.728,-8.331,0.0314,0.232,0.0642,0.251,0.975,10.0,1.0,113.059,188960.0
Knock 'em Out,ska,Lily Allen,7jaNSoIBQAkc8iYzQroRBJ,Knock 'Em Out,"Alright, Still (Bonus Track Version)",33.0,N,2006-05-08,0.564,0.665,-7.832,0.283,0.31,0.0,0.127,0.894,8.0,1.0,160.437,173640.0
Babe (Taylor's Version) (From the Vault),ska,Taylor Swift,0v4z1tuZvn6LGknom9Qx7d,Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),66.0,N,2021-11-12,0.584,0.743,-7.075,0.0931,0.0538,2.83e-06,0.121,0.746,4.0,1.0,167.844,224240.0
Hey Baby,ska,No Doubt,2QsoVMTKj5m5kgztTOep98,Hey Baby,Rock Steady (Expanded Edition),55.0,Y,2001-12-11,0.705,0.872,-3.557,0.126,0.0618,0.0,0.227,0.75,11.0,0.0,93.628,207040.0
Friday Night,ska,Lily Allen,4QAqw2ZRJVkJhye55CTrHB,Friday Night,"Alright, Still (Bonus Track Version)",28.0,N,2006-05-08,0.822,0.854,-5.254,0.032,0.125,1.95e-05,0.174,0.942,1.0,0.0,127.587,186787.0
Our Day Will Come,ska,Amy Winehouse,4NDpn6yfD5aqafYWFEaJDz,Our Day Will Come,Lioness: Hidden Treasures,64.0,N,2011-01-01,0.705,0.634,-6.083,0.0282,0.0405,3.53e-05,0.349,0.639,5.0,0.0,98.008,169373.0
Ruby Soho,ska,Rancid,0vfhk1lH3zYesFN1x7vV46,Ruby Soho,...And Out Come The Wolves,59.0,N,1995-08-15,0.502,0.933,-6.024,0.0499,0.0119,0.00191,0.0835,0.939,7.0,1.0,161.875,157587.0
stupid horse,ska,100 gecs,23Dapn8107GgxvXDIsPwWm,stupid horse,1000 gecs,51.0,Y,2019-05-31,0.526,0.902,-4.876,0.314,0.0529,0.0,0.531,0.797,3.0,1.0,168.188,121682.0
Je ne t'aime plus,ska,Manu Chao,7Deb4scGmEv4fY2CZcVnSb,Je ne t'aime plus,Clandestino,64.0,N,1998-10-06,0.649,0.438,-12.859,0.0357,0.911,0.759,0.136,0.932,9.0,0.0,149.897,122760.0
Same in the End,ska,Sublime,3kGt9uxpJzKTxwp2uJHrU5,Same In The End,Sublime,59.0,N,1996-07-30,0.638,0.864,-4.255,0.0358,0.00253,0.0,0.178,0.811,2.0,0.0,102.289,156160.0
Not Big,ska,Lily Allen,5jMhCeCGrKcFzW1W4wefSx,Not Big,"Alright, Still (Bonus Track Version)",26.0,N,2006-05-08,0.78,0.853,-7.052,0.0275,0.116,0.0,0.342,0.883,8.0,1.0,102.005,196720.0
Ex-Girlfriend,ska,No Doubt,5ECMRJbRlj0FZRg9cRg94m,Ex-Girlfriend,Return Of Saturn,51.0,N,2000,0.546,0.907,-4.117,0.09,0.0135,0.00232,0.169,0.654,4.0,0.0,173.178,212400.0
Beautiful Disaster,ska,311,0LtsuNRz3IMRrHCYO9fKRk,Beautiful Disaster,Transistor,60.0,N,1997-08-05,0.576,0.738,-8.122,0.0353,0.000387,0.00131,0.13,0.675,11.0,1.0,168.132,238400.0
The Right Profile,ska,The Clash,33GXePBlErinst4NjAvWuc,The Right Profile - Remastered,London Calling (Remastered),40.0,N,1979,0.555,0.806,-7.534,0.0762,0.0611,0.0,0.183,0.832,11.0,1.0,140.676,234600.0
Sell Out,ska,Reel Big Fish,6SJ1hWFVBIiUgGgHKvwXCQ,Sell Out,Turn The Radio Off,54.0,N,1996,0.557,0.87,-6.332,0.125,0.064,1.51e-05,0.208,0.947,1.0,1.0,104.708,227493.0
Smells Like Teen Spirit,alternative,Nirvana,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nevermind (Remastered),77.0,N,1991-09-26,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,1.0,1.0,116.761,301920.0
Mr. Brightside,alternative,The Killers,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,Hot Fuss,86.0,N,2004,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,1.0,1.0,148.033,222973.0
Creep,alternative,Radiohead,70LcF31zb1H0PyJoS1Sx1r,Creep,Pablo Honey,86.0,N,1993-02-22,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,7.0,1.0,91.844,238640.0
Come as You Are,alternative,Nirvana,4P5KoWXOxwuobLmHXLMobV,Come As You Are,Nevermind (Remastered),76.0,N,1991-09-26,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,4.0,0.0,120.125,218920.0
Feel Good Inc.,alternative,Gorillaz,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Demon Days,82.0,N,2005-05-23,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,6.0,1.0,138.559,222640.0
Yellow,alternative,Coldplay,3AJwUDP919kvQ9QcozQPxg,Yellow,Parachutes,89.0,N,2000-07-10,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,11.0,1.0,173.372,266773.0
Viva la Vida,alternative,Coldplay,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Viva La Vida or Death and All His Friends,86.0,N,2008-05-26,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,5.0,0.0,138.015,242373.0
Karma Police,alternative,Radiohead,63OQupATfueTdZMWTxW03A,Karma Police,OK Computer,77.0,N,1997-05-28,0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,7.0,1.0,74.807,264067.0
No Surprises,alternative,Radiohead,10nyNJ6zNy2YVYLrcwLccB,No Surprises,OK Computer,82.0,N,1997-05-28,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,5.0,1.0,76.426,229120.0
Take Me Out,alternative,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,81.0,N,2004-02-16,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,4.0,0.0,104.561,237027.0
Chop Suey!,alternative,System of a Down,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,Toxicity,83.0,N,2001-09-04,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,7.0,0.0,127.066,210240.0
Californication,alternative,Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,Californication,Californication (Deluxe Edition),82.0,N,1999-06-08,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,9.0,0.0,96.483,329733.0
Everlong,alternative,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,The Colour And The Shape,82.0,N,1997-05-20,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,11.0,0.0,158.066,250547.0
In the End,alternative,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,In the End,Hybrid Theory (Bonus Edition),87.0,N,2000,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,3.0,0.0,105.143,216880.0
Seven Nation Army,alternative,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,Elephant,83.0,N,2003-04-01,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,4.0,0.0,123.596,232107.0
The Scientist,alternative,Coldplay,75JFxkI2RXiU7L9VXzMkle,The Scientist,A Rush of Blood to the Head,85.0,N,2002-08-27,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,5.0,1.0,146.277,309600.0
Kids,alternative,MGMT,1jJci4qxiYcOHhQR247rEU,Kids,Oracular Spectacular,77.0,N,2007-12-14,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,9.0,1.0,122.961,302840.0
Somebody Told Me,alternative,The Killers,6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,Hot Fuss,80.0,N,2004,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,10.0,0.0,138.081,197200.0
Wonderwall,alternative,Oasis,1qPbGZqppFwLwcBC1JQ6Vr,Wonderwall,(What's The Story) Morning Glory?,72.0,N,1995-10-02,0.41,0.854,-5.609,0.0366,0.00236,0.0,0.133,0.456,2.0,1.0,174.584,258907.0
Pumped Up Kicks,alternative,Foster the People,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Torches,85.0,N,2011-05-23,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,5.0,0.0,127.975,239600.0
Under the Bridge,alternative,Red Hot Chili Peppers,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),81.0,N,1991-09-24,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,4.0,1.0,84.581,264307.0
